C:\Users\LENOVO\Downloads\sdcs10\track\IMG\center_2024_10_29_16_33_25_493.jpg, C:\Users\LENOVO\Downloads\sdcs10\track\IMG\left_2024_10_29_16_33_25_493.jpg, C:\Users\LENOVO\Downloads\sdcs10\track\IMG\right_2024_10_29_16_33_25_493.jpg, 0, 0, 0, 7.809322E-05
C:\Users\LENOVO\Downloads\sdcs10\track\IMG\center_2024_10_29_16_33_25_596.jpg, C:\Users\LENOVO\Downloads\sdcs10\track\IMG\left_2024_10_29_16_33_25_596.jpg, C:\Users\LENOVO\Downloads\sdcs10\track\IMG\right_2024_10_29_16_33_25_596.jpg, 0, 0, 0, 7.789765E-05
C:\Users\LENOVO\Downloads\sdcs10\track\IMG\center_2024_10_29_16_33_25_699.jpg, C:\Users\LENOVO\Downloads\sdcs10\track\IMG\left_2024_10_29_16_33_25_699.jpg, C:\Users\LENOVO\Downloads\sdcs10\track\IMG\right_2024_10_29_16_33_25_699.jpg, 0, 0, 0, 7.79055E-05
C:\Users\LENOVO\Downloads\sdcs10\track\IMG\center_2024_10_29_16_33_25_802.jpg, C:\Users\LENOVO\Downloads\sdcs10\track\IMG\left_2024_10_29_16_33_25_802.jpg, C:\Users\LENOVO\Downloads\sdcs10\track\IMG\right_2024_10_29_16_33_25_802.jpg, 0, 0, 0, 7.797674E-05
C:\Users\LENOVO\Downloads\sdcs10\track\IMG\center_2024_10_29_16_33_25_904.jpg, C:\Users\LENOVO\Downloads\sdcs10\track\IMG\left_2024_10_29_16_33_25_904.jpg, C:\Users\LENOVO\Downloads\sdcs10\track\IMG\right_2024_10_29_16_33_25_904.jpg, 0, 0, 0, 7.87937E-05
C:\Users\LENOVO\Downloads\sdcs10\track\IMG\center_2024_10_29_16_33_26_007.jpg, C:\Users\LENOVO\Downloads\sdcs10\track\IMG\left_2024_10_29_16_33_26_007.jpg, C:\Users\LENOVO\Downloads\sdcs10\track\IMG\right_2024_10_29_16_33_26_007.jpg, 0, 0, 0, 7.812751E-05
C:\Users\LENOVO\Downloads\sdcs10\track\IMG\center_2024_10_29_16_33_26_109.jpg, C:\Users\LENOVO\Downloads\sdcs10\track\IMG\left_2024_10_29_16_33_26_109.jpg, C:\Users\LENOVO\Downloads\sdcs10\track\IMG\right_2024_10_29_16_33_26_109.jpg, 0, 0, 0, 7.793178E-05
C:\Users\LENOVO\Downloads\sdcs10\track\IMG\center_2024_10_29_16_33_26_211.jpg, C:\Users\LENOVO\Downloads\sdcs10\track\IMG\left_2024_10_29_16_33_26_211.jpg, C:\Users\LENOVO\Downloads\sdcs10\track\IMG\right_2024_10_29_16_33_26_211.jpg, 0, 0, 0, 7.789137E-05
C:\Users\LENOVO\Downloads\sdcs10\track\IMG\center_2024_10_29_16_33_26_311.jpg, C:\Users\LENOVO\Downloads\sdcs10\track\IMG\left_2024_10_29_16_33_26_311.jpg, C:\Users\LENOVO\Downloads\sdcs10\track\IMG\right_2024_10_29_16_33_26_311.jpg, 0, 0, 0, 7.822613E-05
C:\Users\LENOVO\Downloads\sdcs10\track\IMG\center_2024_10_29_16_33_26_412.jpg, C:\Users\LENOVO\Downloads\sdcs10\track\IMG\left_2024_10_29_16_33_26_412.jpg, C:\Users\LENOVO\Downloads\sdcs10\track\IMG\right_2024_10_29_16_33_26_412.jpg, 0, 0, 0, 7.790256E-05
